405 | w blockchain solution | f 1 | p 0.0001450396 | 0 0.0001470588 0 0.0001509206 0 0.00016728 0.00016728 
406 | w blockchain startups | f 1 | p 1 | 0.0001450396 0 0.0001470588 0 0.0001509206 0 0.00016728 
406 | w blockchain startups | f 1 | p 0.0001450396 | 0 0.0001470588 0 0.0001509206 0 0.00016728 0.00016728 
407 | w blockchain | f 2 | p 1 | 0.0001450396 2 0.0007352941 0 0.0001509206 0 0.00016728 
407 | w blockchain | f 2 | p 0.0001450396 | 2 0.0007352941 0 0.0001509206 0 0.00016728 0.00016728 
408 | w blockchain | f 8 | p 1 | 0.0001450396 2 0.0007352941 0 0.0001509206 0 0.00016728 
408 | w blockchain | f 8 | p 0.0001450396 | 2 0.0007352941 0 0.0001509206 0 0.00016728 0.00016728 
409 | w blog | f 1 | p 3 | 0.0003384258 0 0.0001470588 1 0.0004527618 0 0.00016728 
409 | w blog | f 1 | p 0.0003384258 | 0 0.0001470588 1 0.0004527618 0 0.00016728 0.00016728 
410 | w blog | f 3 | p 3 | 0.0003384258 0 0.0001470588 1 0.0004527618 0 0.00016728 
410 | w blog | f 3 | p 0.0003384258 | 0 0.0001470588 1 0.0004527618 0 0.00016728 0.00016728 
411 | w blogger | f 1 | p 1 | 0.0001450396 0 0.0001470588 0 0.0001509206 0 0.00016728 
411 | w blogger | f 1 | p 0.0001450396 | 0 0.0001470588 0 0.0001509206 0 0.00016728 0.00016728 
412 | w blogging | f 1 | p 1 | 0.0001450396 0 0.0001470588 0 0.0001509206 0 0.00016728 
412 | w blogging | f 1 | p 0.0001450396 | 0 0.0001470588 0 0.0001509206 0 0.00016728 0.00016728 
413 | w blood | f 2 | p 2 | 0.0002417327 0 0.0001470588 0 0.0001509206 0 0.00016728 
413 | w blood | f 2 | p 0.0002417327 | 0 0.0001470588 0 0.0001509206 0 0.00016728 0.00016728 
414 | w blue | f 3 | p 3 | 0.0003384258 0 0.0001470588 0 0.0001509206 0 0.00016728 
414 | w blue | f 3 | p 0.0003384258 | 0 0.0001470588 0 0.0001509206 0 0.00016728 0.00016728 
415 | w bmi | f 1 | p 0 | 4.83465e-05 1 0.0004411764 0 0.0001509206 0 0.00016728 
415 | w bmi | f 1 | p 4.83465e-05 | 1 0.0004411764 0 0.0001509206 0 0.00016728 0.00016728 
416 | w bmws | f 1 | p 1 | 0.0001450396 0 0.0001470588 0 0.0001509206 0 0.00016728 
416 | w bmws | f 1 | p 0.0001450396 | 0 0.0001470588 0 0.0001509206 0 0.00016728 0.00016728 
417 | w board | f 1 | p 1 | 0.0001450396 0 0.0001470588 0 0.0001509206 0 0.00016728 
417 | w board | f 1 | p 0.0001450396 | 0 0.0001470588 0 0.0001509206 0 0.00016728 0.00016728 
418 | w boeing | f 1 | p 1 | 0.0001450396 0 0.0001470588 0 0.0001509206 0 0.00016728 
418 | w boeing | f 1 | p 0.0001450396 | 0 0.0001470588 0 0.0001509206 0 0.00016728 0.00016728 
419 | w bonkers | f 1 | p 1 | 0.0001450396 0 0.0001470588 0 0.0001509206 0 0.00016728 
419 | w bonkers | f 1 | p 0.0001450396 | 0 0.0001470588 0 0.0001509206 0 0.00016728 0.00016728 
420 | w bonus | f 1 | p 1 | 0.0001450396 0 0.0001470588 0 0.0001509206 0 0.00016728 
420 | w bonus | f 1 | p 0.0001450396 | 0 0.0001470588 0 0.0001509206 0 0.00016728 0.00016728 
421 | w book | f 1 | p 4 | 0.0004351189 1 0.0004411764 1 0.0004527618 0 0.00016728 
421 | w book | f 1 | p 0.0004351189 | 1 0.0004411764 1 0.0004527618 0 0.00016728 0.00016728 
422 | w book | f 1 | p 4 | 0.0004351189 1 0.0004411764 1 0.0004527618 0 0.00016728 
422 | w book | f 1 | p 0.0004351189 | 1 0.0004411764 1 0.0004527618 0 0.00016728 0.00016728 
423 | w book | f 4 | p 4 | 0.0004351189 1 0.0004411764 1 0.0004527618 0 0.00016728 
423 | w book | f 4 | p 0.0004351189 | 1 0.0004411764 1 0.0004527618 0 0.00016728 0.00016728 
424 | w bookmark | f 1 | p 1 | 0.0001450396 0 0.0001470588 0 0.0001509206 0 0.00016728 
424 | w bookmark | f 1 | p 0.0001450396 | 0 0.0001470588 0 0.0001509206 0 0.00016728 0.00016728 
425 | w boost | f 2 | p 2 | 0.0002417327 0 0.0001470588 0 0.0001509206 0 0.00016728 
425 | w boost | f 2 | p 0.0002417327 | 0 0.0001470588 0 0.0001509206 0 0.00016728 0.00016728 
426 | w booth | f 1 | p 1 | 0.0001450396 0 0.0001470588 0 0.0001509206 0 0.00016728 
426 | w booth | f 1 | p 0.0001450396 | 0 0.0001470588 0 0.0001509206 0 0.00016728 0.00016728 
427 | w border | f 1 | p 1 | 0.0001450396 0 0.0001470588 0 0.0001509206 0 0.00016728 
427 | w border | f 1 | p 0.0001450396 | 0 0.0001470588 0 0.0001509206 0 0.00016728 0.00016728 
428 | w borderless | f 2 | p 2 | 0.0002417327 0 0.0001470588 0 0.0001509206 0 0.00016728 
428 | w borderless | f 2 | p 0.0002417327 | 0 0.0001470588 0 0.0001509206 0 0.00016728 0.00016728 
429 | w bore | f 1 | p 1 | 0.0001450396 0 0.0001470588 0 0.0001509206 0 0.00016728 
429 | w bore | f 1 | p 0.0001450396 | 0 0.0001470588 0 0.0001509206 0 0.00016728 0.00016728 
430 | w borwein | f 1 | p 1 | 0.0001450396 0 0.0001470588 0 0.0001509206 0 0.00016728 
430 | w borwein | f 1 | p 0.0001450396 | 0 0.0001470588 0 0.0001509206 0 0.00016728 0.00016728 
431 | w bot | f 1 | p 1 | 0.0001450396 0 0.0001470588 1 0.0004527618 0 0.00016728 
431 | w bot | f 1 | p 0.0001450396 | 0 0.0001470588 1 0.0004527618 0 0.00016728 0.00016728 
432 | w both | f 1 | p 1 | 0.0001450396 0 0.0001470588 0 0.0001509206 0 0.00016728 
432 | w both | f 1 | p 0.0001450396 | 0 0.0001470588 0 0.0001509206 0 0.00016728 0.00016728 
433 | w bottom | f 1 | p 1 | 0.0001450396 0 0.0001470588 0 0.0001509206 0 0.00016728 
433 | w bottom | f 1 | p 0.0001450396 | 0 0.0001470588 0 0.0001509206 0 0.00016728 0.00016728 
434 | w boundaries identification | f 1 | p 1 | 0.0001450396 0 0.0001470588 0 0.0001509206 0 0.00016728 
434 | w boundaries identification | f 1 | p 0.0001450396 | 0 0.0001470588 0 0.0001509206 0 0.00016728 0.00016728 
435 | w box | f 2 | p 2 | 0.0002417327 0 0.0001470588 1 0.0004527618 0 0.00016728 
435 | w box | f 2 | p 0.0002417327 | 0 0.0001470588 1 0.0004527618 0 0.00016728 0.00016728 
436 | w boxy | f 1 | p 0 | 4.83465e-05 0 0.0001470588 1 0.0004527618 0 0.00016728 
436 | w boxy | f 1 | p 4.83465e-05 | 0 0.0001470588 1 0.0004527618 0 0.00016728 0.00016728 
437 | w boy | f 1 | p 1 | 0.0001450396 0 0.0001470588 0 0.0001509206 0 0.00016728 
437 | w boy | f 1 | p 0.0001450396 | 0 0.0001470588 0 0.0001509206 0 0.00016728 0.00016728 
438 | w brain preservation | f 1 | p 1 | 0.0001450396 0 0.0001470588 0 0.0001509206 0 0.00016728 
438 | w brain preservation | f 1 | p 0.0001450396 | 0 0.0001470588 0 0.0001509206 0 0.00016728 0.00016728 
439 | w brain surgery | f 2 | p 2 | 0.0002417327 0 0.0001470588 0 0.0001509206 0 0.00016728 
439 | w brain surgery | f 2 | p 0.0002417327 | 0 0.0001470588 0 0.0001509206 0 0.00016728 0.00016728 
440 | w brain | f 1 | p 1 | 0.0001450396 1 0.0004411764 0 0.0001509206 0 0.00016728 
440 | w brain | f 1 | p 0.0001450396 | 1 0.0004411764 0 0.0001509206 0 0.00016728 0.00016728 
441 | w brain | f 4 | p 1 | 0.0001450396 1 0.0004411764 0 0.0001509206 0 0.00016728 
441 | w brain | f 4 | p 0.0001450396 | 1 0.0004411764 0 0.0001509206 0 0.00016728 0.00016728 
442 | w brand | f 1 | p 1 | 0.0001450396 0 0.0001470588 0 0.0001509206 0 0.00016728 
442 | w brand | f 1 | p 0.0001450396 | 0 0.0001470588 0 0.0001509206 0 0.00016728 0.00016728 
443 | w breach | f 1 | p 1 | 0.0001450396 0 0.0001470588 0 0.0001509206 0 0.00016728 
443 | w breach | f 1 | p 0.0001450396 | 0 0.0001470588 0 0.0001509206 0 0.00016728 0.00016728 
444 | w break | f 5 | p 5 | 0.000531812 0 0.0001470588 0 0.0001509206 0 0.00016728 
444 | w break | f 5 | p 0.000531812 | 0 0.0001470588 0 0.0001509206 0 0.00016728 0.00016728 
445 | w breaking | f 1 | p 1 | 0.0001450396 0 0.0001470588 0 0.0001509206 0 0.00016728 
445 | w breaking | f 1 | p 0.0001450396 | 0 0.0001470588 0 0.0001509206 0 0.00016728 0.00016728 
446 | w breakthrough | f 3 | p 3 | 0.0003384258 0 0.0001470588 0 0.0001509206 0 0.00016728 
446 | w breakthrough | f 3 | p 0.0003384258 | 0 0.0001470588 0 0.0001509206 0 0.00016728 0.00016728 
447 | w breathing | f 1 | p 1 | 0.0001450396 0 0.0001470588 0 0.0001509206 0 0.00016728 
447 | w breathing | f 1 | p 0.0001450396 | 0 0.0001470588 0 0.0001509206 0 0.00016728 0.00016728 
448 | w breezy | f 1 | p 1 | 0.0001450396 0 0.0001470588 0 0.0001509206 0 0.00016728 
448 | w breezy | f 1 | p 0.0001450396 | 0 0.0001470588 0 0.0001509206 0 0.00016728 0.00016728 
449 | w brexit prompts | f 1 | p 1 | 0.0001450396 0 0.0001470588 0 0.0001509206 0 0.00016728 
449 | w brexit prompts | f 1 | p 0.0001450396 | 0 0.0001470588 0 0.0001509206 0 0.00016728 0.00016728 
450 | w brian | f 1 | p 1 | 0.0001450396 0 0.0001470588 0 0.0001509206 0 0.00016728 
450 | w brian | f 1 | p 0.0001450396 | 0 0.0001470588 0 0.0001509206 0 0.00016728 0.00016728 
451 | w brick | f 1 | p 1 | 0.0001450396 0 0.0001470588 0 0.0001509206 0 0.00016728 
451 | w brick | f 1 | p 0.0001450396 | 0 0.0001470588 0 0.0001509206 0 0.00016728 0.00016728 
452 | w bridge | f 1 | p 1 | 0.0001450396 0 0.0001470588 0 0.0001509206 0 0.00016728 
452 | w bridge | f 1 | p 0.0001450396 | 0 0.0001470588 0 0.0001509206 0 0.00016728 0.00016728 
453 | w bring | f 2 | p 2 | 0.0002417327 0 0.0001470588 0 0.0001509206 0 0.00016728 
453 | w bring | f 2 | p 0.0002417327 | 0 0.0001470588 0 0.0001509206 0 0.00016728 0.00016728 
454 | w broadband data | f 1 | p 1 | 0.0001450396 0 0.0001470588 0 0.0001509206 0 0.00016728 
454 | w broadband data | f 1 | p 0.0001450396 | 0 0.0001470588 0 0.0001509206 0 0.00016728 0.00016728 
455 | w broadband | f 1 | p 1 | 0.0001450396 0 0.0001470588 0 0.0001509206 0 0.00016728 
455 | w broadband | f 1 | p 0.0001450396 | 0 0.0001470588 0 0.0001509206 0 0.00016728 0.00016728 
456 | w browser | f 3 | p 3 | 0.0003384258 0 0.0001470588 3 0.0010564443 0 0.00016728 
456 | w browser | f 3 | p 0.0003384258 | 0 0.0001470588 3 0.0010564443 0 0.00016728 0.00016728 
457 | w browser | f 3 | p 3 | 0.0003384258 0 0.0001470588 3 0.0010564443 0 0.00016728 
457 | w browser | f 3 | p 0.0003384258 | 0 0.0001470588 3 0.0010564443 0 0.00016728 0.00016728 
458 | w browserling | f 1 | p 1 | 0.0001450396 0 0.0001470588 0 0.0001509206 0 0.00016728 
458 | w browserling | f 1 | p 0.0001450396 | 0 0.0001470588 0 0.0001509206 0 0.00016728 0.00016728 
459 | w bubble | f 1 | p 1 | 0.0001450396 0 0.0001470588 0 0.0001509206 0 0.00016728 
459 | w bubble | f 1 | p 0.0001450396 | 0 0.0001470588 0 0.0001509206 0 0.00016728 0.00016728 
460 | w bug | f 5 | p 5 | 0.000531812 0 0.0001470588 0 0.0001509206 0 0.00016728 
460 | w bug | f 5 | p 0.000531812 | 0 0.0001470588 0 0.0001509206 0 0.00016728 0.00016728 
461 | w build | f 2 | p 19 | 0.0018855153 0 0.0001470588 2 0.000754603 0 0.00016728 
461 | w build | f 2 | p 0.0018855153 | 0 0.0001470588 2 0.000754603 0 0.00016728 0.00016728 
462 | w build | f 19 | p 19 | 0.0018855153 0 0.0001470588 2 0.000754603 0 0.00016728 
462 | w build | f 19 | p 0.0018855153 | 0 0.0001470588 2 0.000754603 0 0.00016728 0.00016728 
463 | w building | f 3 | p 3 | 0.0003384258 0 0.0001470588 0 0.0001509206 0 0.00016728 
463 | w building | f 3 | p 0.0003384258 | 0 0.0001470588 0 0.0001509206 0 0.00016728 0.00016728 
464 | w buku | f 1 | p 1 | 0.0001450396 0 0.0001470588 0 0.0001509206 0 0.00016728 
464 | w buku | f 1 | p 0.0001450396 | 0 0.0001470588 0 0.0001509206 0 0.00016728 0.00016728 
465 | w bullet syndrome | f 1 | p 1 | 0.0001450396 0 0.0001470588 0 0.0001509206 0 0.00016728 
465 | w bullet syndrome | f 1 | p 0.0001450396 | 0 0.0001470588 0 0.0001509206 0 0.00016728 0.00016728 
466 | w business continuity | f 1 | p 0 | 4.83465e-05 1 0.0004411764 0 0.0001509206 0 0.00016728 
466 | w business continuity | f 1 | p 4.83465e-05 | 1 0.0004411764 0 0.0001509206 0 0.00016728 0.00016728 
467 | w business | f 2 | p 1 | 0.0001450396 1 0.0004411764 0 0.0001509206 0 0.00016728 
467 | w business | f 2 | p 0.0001450396 | 1 0.0004411764 0 0.0001509206 0 0.00016728 0.00016728 
468 | w but | f 4 | p 4 | 0.0004351189 2 0.0007352941 1 0.0004527618 0 0.00016728 
468 | w but | f 4 | p 0.0004351189 | 2 0.0007352941 1 0.0004527618 0 0.00016728 0.00016728 
469 | w buy | f 1 | p 1 | 0.0001450396 1 0.0004411764 0 0.0001509206 0 0.00016728 
469 | w buy | f 1 | p 0.0001450396 | 1 0.0004411764 0 0.0001509206 0 0.00016728 0.00016728 
470 | w buy | f 1 | p 1 | 0.0001450396 1 0.0004411764 0 0.0001509206 0 0.00016728 
470 | w buy | f 1 | p 0.0001450396 | 1 0.0004411764 0 0.0001509206 0 0.00016728 0.00016728 
471 | w by | f 18 | p 1 | 0.0001450396 1 0.0004411764 1 0.0004527618 0 0.00016728 
471 | w by | f 18 | p 0.0001450396 | 1 0.0004411764 1 0.0004527618 0 0.00016728 0.00016728 
472 | w byo | f 1 | p 1 | 0.0001450396 0 0.0001470588 0 0.0001509206 0 0.00016728 
472 | w byo | f 1 | p 0.0001450396 | 0 0.0001470588 0 0.0001509206 0 0.00016728 0.00016728 
473 | w c | f 7 | p 1 | 0.0001450396 1 0.0004411764 1 0.0004527618 1 0.00050184 
473 | w c | f 7 | p 0.0001450396 | 1 0.0004411764 1 0.0004527618 1 0.00050184 0.00050184 
474 | w ca | f 1 | p 3 | 0.0003384258 2 0.0007352941 1 0.0004527618 0 0.00016728 
474 | w ca | f 1 | p 0.0003384258 | 2 0.0007352941 1 0.0004527618 0 0.00016728 0.00016728 
475 | w cacao powder | f 1 | p 1 | 0.0001450396 0 0.0001470588 0 0.0001509206 0 0.00016728 
475 | w cacao powder | f 1 | p 0.0001450396 | 0 0.0001470588 0 0.0001509206 0 0.00016728 0.00016728 
476 | w cache | f 2 | p 2 | 0.0002417327 0 0.0001470588 0 0.0001509206 0 0.00016728 
476 | w cache | f 2 | p 0.0002417327 | 0 0.0001470588 0 0.0001509206 0 0.00016728 0.00016728 
477 | w cad | f 1 | p 1 | 0.0001450396 0 0.0001470588 0 0.0001509206 0 0.00016728 
477 | w cad | f 1 | p 0.0001450396 | 0 0.0001470588 0 0.0001509206 0 0.00016728 0.00016728 
478 | w caffeinescript | f 1 | p 1 | 0.0001450396 0 0.0001470588 0 0.0001509206 0 0.00016728 
478 | w caffeinescript | f 1 | p 0.0001450396 | 0 0.0001470588 0 0.0001509206 0 0.00016728 0.00016728 
479 | w calc | f 1 | p 1 | 0.0001450396 0 0.0001470588 0 0.0001509206 0 0.00016728 
479 | w calc | f 1 | p 0.0001450396 | 0 0.0001470588 0 0.0001509206 0 0.00016728 0.00016728 
480 | w calculator | f 1 | p 1 | 0.0001450396 0 0.0001470588 0 0.0001509206 0 0.00016728 
480 | w calculator | f 1 | p 0.0001450396 | 0 0.0001470588 0 0.0001509206 0 0.00016728 0.00016728 
481 | w california bill | f 2 | p 2 | 0.0002417327 0 0.0001470588 0 0.0001509206 0 0.00016728 
481 | w california bill | f 2 | p 0.0002417327 | 0 0.0001470588 0 0.0001509206 0 0.00016728 0.00016728 
482 | w california | f 2 | p 2 | 0.0002417327 0 0.0001470588 0 0.0001509206 0 0.00016728 
482 | w california | f 2 | p 0.0002417327 | 0 0.0001470588 0 0.0001509206 0 0.00016728 0.00016728 
483 | w call | f 7 | p 1 | 0.0001450396 0 0.0001470588 0 0.0001509206 0 0.00016728 
483 | w call | f 7 | p 0.0001450396 | 0 0.0001470588 0 0.0001509206 0 0.00016728 0.00016728 
484 | w caller | f 2 | p 2 | 0.0002417327 0 0.0001470588 0 0.0001509206 0 0.00016728 
484 | w caller | f 2 | p 0.0002417327 | 0 0.0001470588 0 0.0001509206 0 0.00016728 0.00016728 
485 | w camera | f 4 | p 4 | 0.0004351189 0 0.0001470588 0 0.0001509206 0 0.00016728 
485 | w camera | f 4 | p 0.0004351189 | 0 0.0001470588 0 0.0001509206 0 0.00016728 0.00016728 
486 | w can | f 1 | p 22 | 0.0021755946 1 0.0004411764 1 0.0004527618 0 0.00016728 
486 | w can | f 1 | p 0.0021755946 | 1 0.0004411764 1 0.0004527618 0 0.00016728 0.00016728 
487 | w can | f 1 | p 22 | 0.0021755946 1 0.0004411764 1 0.0004527618 0 0.00016728 
487 | w can | f 1 | p 0.0021755946 | 1 0.0004411764 1 0.0004527618 0 0.00016728 0.00016728 
488 | w can | f 22 | p 22 | 0.0021755946 1 0.0004411764 1 0.0004527618 0 0.00016728 
488 | w can | f 22 | p 0.0021755946 | 1 0.0004411764 1 0.0004527618 0 0.00016728 0.00016728 
489 | w canadian | f 1 | p 1 | 0.0001450396 0 0.0001470588 0 0.0001509206 0 0.00016728 
489 | w canadian | f 1 | p 0.0001450396 | 0 0.0001470588 0 0.0001509206 0 0.00016728 0.00016728 
490 | w cancel | f 1 | p 1 | 0.0001450396 0 0.0001470588 0 0.0001509206 0 0.00016728 
490 | w cancel | f 1 | p 0.0001450396 | 0 0.0001470588 0 0.0001509206 0 0.00016728 0.00016728 
491 | w canva | f 1 | p 1 | 0.0001450396 0 0.0001470588 0 0.0001509206 0 0.00016728 
491 | w canva | f 1 | p 0.0001450396 | 0 0.0001470588 0 0.0001509206 0 0.00016728 0.00016728 
492 | w cap | f 1 | p 1 | 0.0001450396 0 0.0001470588 0 0.0001509206 0 0.00016728 
492 | w cap | f 1 | p 0.0001450396 | 0 0.0001470588 0 0.0001509206 0 0.00016728 0.00016728 
493 | w capability | f 1 | p 1 | 0.0001450396 0 0.0001470588 0 0.0001509206 0 0.00016728 
493 | w capability | f 1 | p 0.0001450396 | 0 0.0001470588 0 0.0001509206 0 0.00016728 0.00016728 
494 | w capacity | f 1 | p 1 | 0.0001450396 0 0.0001470588 0 0.0001509206 0 0.00016728 
494 | w capacity | f 1 | p 0.0001450396 | 0 0.0001470588 0 0.0001509206 0 0.00016728 0.00016728 
495 | w capsule network | f 1 | p 1 | 0.0001450396 0 0.0001470588 0 0.0001509206 0 0.00016728 
495 | w capsule network | f 1 | p 0.0001450396 | 0 0.0001470588 0 0.0001509206 0 0.00016728 0.00016728 
496 | w car company | f 1 | p 1 | 0.0001450396 0 0.0001470588 0 0.0001509206 0 0.00016728 
496 | w car company | f 1 | p 0.0001450396 | 0 0.0001470588 0 0.0001509206 0 0.00016728 0.00016728 
497 | w car | f 5 | p 1 | 0.0001450396 0 0.0001470588 0 0.0001509206 0 0.00016728 
497 | w car | f 5 | p 0.0001450396 | 0 0.0001470588 0 0.0001509206 0 0.00016728 0.00016728 
498 | w carbon | f 2 | p 2 | 0.0002417327 0 0.0001470588 0 0.0001509206 0 0.00016728 
498 | w carbon | f 2 | p 0.0002417327 | 0 0.0001470588 0 0.0001509206 0 0.00016728 0.00016728 
499 | w card | f 4 | p 4 | 0.0004351189 0 0.0001470588 0 0.0001509206 0 0.00016728 
499 | w card | f 4 | p 0.0004351189 | 0 0.0001470588 0 0.0001509206 0 0.00016728 0.00016728 
500 | w cardboard | f 2 | p 2 | 0.0002417327 0 0.0001470588 0 0.0001509206 0 0.00016728 
500 | w cardboard | f 2 | p 0.0002417327 | 0 0.0001470588 0 0.0001509206 0 0.00016728 0.00016728 
501 | w care | f 1 | p 1 | 0.0001450396 0 0.0001470588 0 0.0001509206 0 0.00016728 
501 | w care | f 1 | p 0.0001450396 | 0 0.0001470588 0 0.0001509206 0 0.00016728 0.00016728 
502 | w career | f 1 | p 1 | 0.0001450396 0 0.0001470588 0 0.0001509206 0 0.00016728 
502 | w career | f 1 | p 0.0001450396 | 0 0.0001470588 0 0.0001509206 0 0.00016728 0.00016728 
503 | w careful | f 1 | p 1 | 0.0001450396 0 0.0001470588 0 0.0001509206 0 0.00016728 
503 | w careful | f 1 | p 0.0001450396 | 0 0.0001470588 0 0.0001509206 0 0.00016728 0.00016728 
504 | w case | f 5 | p 5 | 0.000531812 0 0.0001470588 0 0.0001509206 0 0.00016728 
504 | w case | f 5 | p 0.000531812 | 0 0.0001470588 0 0.0001509206 0 0.00016728 0.00016728 
505 | w cash launch | f 1 | p 1 | 0.0001450396 0 0.0001470588 0 0.0001509206 0 0.00016728 
505 | w cash launch | f 1 | p 0.0001450396 | 0 0.0001470588 0 0.0001509206 0 0.00016728 0.00016728 
506 | w cashless | f 1 | p 1 | 0.0001450396 0 0.0001470588 0 0.0001509206 0 0.00016728 
506 | w cashless | f 1 | p 0.0001450396 | 0 0.0001470588 0 0.0001509206 0 0.00016728 0.00016728 
507 | w cassh | f 1 | p 1 | 0.0001450396 0 0.0001470588 0 0.0001509206 0 0.00016728 
507 | w cassh | f 1 | p 0.0001450396 | 0 0.0001470588 0 0.0001509206 0 0.00016728 0.00016728 
508 | w catastrophe | f 1 | p 2 | 0.0002417327 0 0.0001470588 0 0.0001509206 0 0.00016728 
508 | w catastrophe | f 1 | p 0.0002417327 | 0 0.0001470588 0 0.0001509206 0 0.00016728 0.00016728 
509 | w catwalk | f 1 | p 1 | 0.0001450396 0 0.0001470588 0 0.0001509206 0 0.00016728 
509 | w catwalk | f 1 | p 0.0001450396 | 0 0.0001470588 0 0.0001509206 0 0.00016728 0.00016728 
510 | w cause | f 2 | p 1 | 0.0001450396 0 0.0001470588 0 0.0001509206 0 0.00016728 
510 | w cause | f 2 | p 0.0001450396 | 0 0.0001470588 0 0.0001509206 0 0.00016728 0.00016728 
511 | w cautious | f 1 | p 1 | 0.0001450396 0 0.0001470588 0 0.0001509206 0 0.00016728 
511 | w cautious | f 1 | p 0.0001450396 | 0 0.0001470588 0 0.0001509206 0 0.00016728 0.00016728 
512 | w ce | f 14 | p 1 | 0.0001450396 1 0.0004411764 1 0.0004527618 0 0.00016728 
512 | w ce | f 14 | p 0.0001450396 | 1 0.0004411764 1 0.0004527618 0 0.00016728 0.00016728 
513 | w cell | f 2 | p 2 | 0.0002417327 1 0.0004411764 0 0.0001509206 0 0.00016728 
513 | w cell | f 2 | p 0.0002417327 | 1 0.0004411764 0 0.0001509206 0 0.00016728 0.00016728 
514 | w centralize | f 1 | p 1 | 0.0001450396 0 0.0001470588 1 0.0004527618 0 0.00016728 
514 | w centralize | f 1 | p 0.0001450396 | 0 0.0001470588 1 0.0004527618 0 0.00016728 0.00016728 
515 | w centric | f 1 | p 1 | 0.0001450396 0 0.0001470588 0 0.0001509206 0 0.00016728 
515 | w centric | f 1 | p 0.0001450396 | 0 0.0001470588 0 0.0001509206 0 0.00016728 0.00016728 
516 | w century landscapes | f 1 | p 1 | 0.0001450396 0 0.0001470588 0 0.0001509206 0 0.00016728 
516 | w century landscapes | f 1 | p 0.0001450396 | 0 0.0001470588 0 0.0001509206 0 0.00016728 0.00016728 
517 | w ceo | f 7 | p 7 | 0.0007251982 0 0.0001470588 0 0.0001509206 0 0.00016728 
517 | w ceo | f 7 | p 0.0007251982 | 0 0.0001470588 0 0.0001509206 0 0.00016728 0.00016728 
518 | w certain | f 1 | p 1 | 0.0001450396 0 0.0001470588 0 0.0001509206 0 0.00016728 
518 | w certain | f 1 | p 0.0001450396 | 0 0.0001470588 0 0.0001509206 0 0.00016728 0.00016728 
519 | w certification | f 1 | p 1 | 0.0001450396 0 0.0001470588 0 0.0001509206 0 0.00016728 
519 | w certification | f 1 | p 0.0001450396 | 0 0.0001470588 0 0.0001509206 0 0.00016728 0.00016728 
520 | w certify | f 1 | p 1 | 0.0001450396 0 0.0001470588 0 0.0001509206 0 0.00016728 
520 | w certify | f 1 | p 0.0001450396 | 0 0.0001470588 0 0.0001509206 0 0.00016728 0.00016728 
521 | w ces2018 | f 1 | p 1 | 0.0001450396 0 0.0001470588 0 0.0001509206 0 0.00016728 
521 | w ces2018 | f 1 | p 0.0001450396 | 0 0.0001470588 0 0.0001509206 0 0.00016728 0.00016728 
522 | w change detection | f 1 | p 1 | 0.0001450396 0 0.0001470588 0 0.0001509206 0 0.00016728 
522 | w change detection | f 1 | p 0.0001450396 | 0 0.0001470588 0 0.0001509206 0 0.00016728 0.00016728 
523 | w change | f 1 | p 1 | 0.0001450396 0 0.0001470588 1 0.0004527618 0 0.00016728 
523 | w change | f 1 | p 0.0001450396 | 0 0.0001470588 1 0.0004527618 0 0.00016728 0.00016728 
524 | w change | f 8 | p 1 | 0.0001450396 0 0.0001470588 1 0.0004527618 0 0.00016728 
524 | w change | f 8 | p 0.0001450396 | 0 0.0001470588 1 0.0004527618 0 0.00016728 0.00016728 
525 | w changing | f 1 | p 1 | 0.0001450396 0 0.0001470588 0 0.0001509206 0 0.00016728 
525 | w changing | f 1 | p 0.0001450396 | 0 0.0001470588 0 0.0001509206 0 0.00016728 0.00016728 
526 | w channel | f 2 | p 2 | 0.0002417327 0 0.0001470588 1 0.0004527618 0 0.00016728 
526 | w channel | f 2 | p 0.0002417327 | 0 0.0001470588 1 0.0004527618 0 0.00016728 0.00016728 
527 | w char | f 1 | p 1 | 0.0001450396 0 0.0001470588 1 0.0004527618 0 0.00016728 
527 | w char | f 1 | p 0.0001450396 | 0 0.0001470588 1 0.0004527618 0 0.00016728 0.00016728 
528 | w character | f 1 | p 1 | 0.0001450396 0 0.0001470588 1 0.0004527618 0 0.00016728 
528 | w character | f 1 | p 0.0001450396 | 0 0.0001470588 1 0.0004527618 0 0.00016728 0.00016728 
529 | w character | f 1 | p 1 | 0.0001450396 0 0.0001470588 1 0.0004527618 0 0.00016728 
529 | w character | f 1 | p 0.0001450396 | 0 0.0001470588 1 0.0004527618 0 0.00016728 0.00016728 
530 | w charge | f 2 | p 2 | 0.0002417327 0 0.0001470588 0 0.0001509206 0 0.00016728 
530 | w charge | f 2 | p 0.0002417327 | 0 0.0001470588 0 0.0001509206 0 0.00016728 0.00016728 
531 | w chart | f 1 | p 1 | 0.0001450396 0 0.0001470588 0 0.0001509206 0 0.00016728 
531 | w chart | f 1 | p 0.0001450396 | 0 0.0001470588 0 0.0001509206 0 0.00016728 0.00016728 
532 | w chase | f 1 | p 1 | 0.0001450396 1 0.0004411764 0 0.0001509206 0 0.00016728 
532 | w chase | f 1 | p 0.0001450396 | 1 0.0004411764 0 0.0001509206 0 0.00016728 0.00016728 
533 | w chatroom | f 1 | p 1 | 0.0001450396 0 0.0001470588 0 0.0001509206 0 0.00016728 
